Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Score	Ortholog count	Ortholog Group
TGVEG_210778	TGVEG_210778-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:2,105,118..2,111,188(+)	hemimethylated DNA binding domain-containing protein	5.589	34	OG6_153953
TGVEG_210781	TGVEG_210781-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:2,091,226..2,102,607(+)	ubiquitin carboxyl-terminal hydrolase	5.589	18	OG6_490656
TGVEG_210783	TGVEG_210783-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:2,088,323..2,089,658(-)	hypothetical protein	5.589	14	OG6_490441
TGVEG_210787	TGVEG_210787-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:2,086,109..2,087,009(+)	Erv1 / Alr family protein	5.589	47	OG6_101299
TGVEG_210790	TGVEG_210790-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:2,074,521..2,084,672(-)	putative dihydroorotate dehydrogenase reveal	5.589	33	OG6_101797
TGVEG_210800	TGVEG_210800-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:2,066,466..2,072,053(-)	putative activator of hsp90 ATPase	5.589	28	OG6_114697
TGVEG_210810	TGVEG_210810-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:2,062,966..2,064,875(+)	hypothetical protein	5.589	26	OG6_224185
TGVEG_210815	TGVEG_210815-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:2,061,022..2,062,553(-)	hypothetical protein	5.589	14	OG6_490633
TGVEG_210820	TGVEG_210820-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:2,053,903..2,057,922(-)	putative transmembrane protein	5.589	23	OG6_490454
TGVEG_210830	TGVEG_210830-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:2,047,498..2,051,798(+)	RIO1 family protein	5.589	42	OG6_101068
TGVEG_210840	TGVEG_210840-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:2,037,644..2,046,380(-)	arginyl-tRNA synthetase family protein	5.589	78	OG6_100350
TGVEG_210950	TGVEG_210950-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:2,031,868..2,035,331(-)	oocyst wall protein	5.589	49	OG6_110724
TGVEG_210960	TGVEG_210960-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:2,025,613..2,030,909(+)	putative replication factor C subunit 4	5.589	77	OG6_100321
TGVEG_210975	TGVEG_210975-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:2,021,691..2,023,472(+)	hypothetical protein	5.589	13	OG6_489704
TGVEG_210980	TGVEG_210980-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:2,014,851..2,021,625(-)	putative alternative splicing type 3 and	5.589	38	OG6_103742
TGVEG_210990	TGVEG_210990-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:2,006,447..2,008,714(-)	hypothetical protein	5.589	16	OG6_489368
TGVEG_211000	TGVEG_211000-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:2,004,322..2,005,932(-)	hypothetical protein	5.589	17	OG6_490494
TGVEG_211010	TGVEG_211010-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,997,295..2,002,769(+)	hypothetical protein	5.589	15	OG6_491644
TGVEG_211015	TGVEG_211015-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,994,270..1,995,072(-)	hypothetical protein	5.589	14	OG6_491750
TGVEG_211020	TGVEG_211020-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,989,153..1,994,251(-)	RNA recognition motif-containing protein	5.589	45	OG6_101686
TGVEG_211030	TGVEG_211030-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,984,133..1,986,606(-)	hypothetical protein	5.589	22	OG6_181855
TGVEG_211040	TGVEG_211040-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,980,465..1,982,191(+)	Sec61beta family protein	5.589	26	OG6_103007
TGVEG_211050	TGVEG_211050-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,972,614..1,978,554(+)	ATPase, AAA family protein	5.589	23	OG6_103079
TGVEG_211060	TGVEG_211060-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,968,522..1,968,842(+)	hypothetical protein	5.589	22	OG6_156419
TGVEG_211070	TGVEG_211070-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,967,874..1,968,431(+)	hypothetical protein	5.589	14	OG6_490472
TGVEG_211080	TGVEG_211080-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,967,185..1,967,643(+)	hypothetical protein	5.589	12	OG6_489722
TGVEG_211090	TGVEG_211090-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,961,463..1,966,653(-)	aminotransferase, class V superfamily protein	5.589	36	OG6_100745
TGVEG_211150	TGVEG_211150-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,944,986..1,957,183(-)	hypothetical protein	5.589	40	OG6_489951
TGVEG_211220	TGVEG_211220-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,936,325..1,941,335(-)	putative origin recognition complex subunit	5.589	32	OG6_103029
TGVEG_211230	TGVEG_211230-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,928,018..1,933,006(-)	putative eukaryotic initiation factor-2B, alpha subunit	5.589	36	OG6_102141
TGVEG_211240	TGVEG_211240-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,922,474..1,925,515(+)	putative peptidyl-tRNA hydrolase	5.589	31	OG6_100991
TGVEG_211250	TGVEG_211250-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,915,968..1,919,368(+)	hypothetical protein	5.589	19	OG6_171472
TGVEG_211260	TGVEG_211260-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,910,885..1,912,192(-)	rhoptry kinase family protein ROP26 (incomplete catalytic triad)	5.589	20	OG6_223013
TGVEG_211270	TGVEG_211270-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,885,653..1,902,821(-)	sushi domain (scr repeat) domain-containing protein	5.589	31	OG6_201733
TGVEG_211280	TGVEG_211280-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,879,101..1,883,544(+)	hypothetical protein	5.589	17	OG6_489343
TGVEG_211290	TGVEG_211290-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,874,970..1,877,441(-)	rhoptry protein ROP15	5.589	22	OG6_489468
TGVEG_211300	TGVEG_211300-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,871,757..1,873,351(+)	putative DUF74 family protein	5.589	26	OG6_107843
TGVEG_211310	TGVEG_211310-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,859,070..1,869,446(+)	chromosome condensation regulator repeat protein	5.589	20	OG6_491857
TGVEG_211320	TGVEG_211320-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,855,471..1,856,717(-)	putative C protein immunoglobulin-A-binding beta antigen	5.589	17	OG6_125034
TGVEG_211330	TGVEG_211330-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,849,479..1,853,775(+)	methionine aminopeptidase	17.23	71	OG6_100342
TGVEG_211340	TGVEG_211340-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,838,598..1,846,426(-)	hypothetical protein	5.589	19	OG6_489747
TGVEG_211350	TGVEG_211350-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,825,500..1,836,099(+)	CBS domain-containing protein	5.589	67	OG6_100176
TGVEG_211360	TGVEG_211360-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,819,452..1,822,043(+)	hypothetical protein	5.589	19	OG6_491680
TGVEG_211370	TGVEG_211370-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,806,719..1,815,875(+)	tetratricopeptide repeat-containing protein	5.589	31	OG6_104143
TGVEG_211380	TGVEG_211380-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,802,807..1,806,201(+)	putative WD repeat 19-like protein	5.589	17	OG6_127605
TGVEG_211385	TGVEG_211385-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,795,494..1,796,722(+)	hypothetical protein	5.589	29	OG6_181868
TGVEG_211390	TGVEG_211390-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,787,072..1,792,623(+)	putative SUMO activating enzyme	5.589	37	OG6_102966
TGVEG_211400	TGVEG_211400-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,773,186..1,785,100(-)	DEAD/DEAH box helicase domain-containing protein	5.589	44	OG6_103754
TGVEG_211410	TGVEG_211410-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,761,276..1,771,085(+)	translation initiation factor sui1 protein	5.589	47	OG6_102936
TGVEG_211420	TGVEG_211420-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,755,759..1,759,394(-)	RNA recognition motif-containing protein	5.589	30	OG6_101439
TGVEG_211430	TGVEG_211430-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,749,814..1,754,373(+)	leucine rich repeat-containing protein	5.589	26	OG6_104691
TGVEG_211440	TGVEG_211440-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,734,884..1,746,135(+)	hypothetical protein	5.589	27	OG6_490862
TGVEG_211450	TGVEG_211450-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,726,586..1,733,566(-)	tRNA pseudouridine synthase	5.589	22	OG6_206560
TGVEG_211460	TGVEG_211460-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,721,194..1,724,142(+)	hypothetical protein	5.589	17	OG6_490357
TGVEG_211470	TGVEG_211470-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,717,244..1,718,608(+)	Fcf2 pre-rRNA processing protein	5.589	25	OG6_102946
TGVEG_211480	TGVEG_211480-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,704,126..1,716,114(-)	putative GTP-binding protein engA	5.589	33	OG6_103479
TGVEG_211600	TGVEG_211600-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,694,183..1,701,778(+)	hypothetical protein	5.589	16	OG6_491221
TGVEG_211610	TGVEG_211610-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,687,118..1,691,789(-)	hypothetical protein	5.589	17	OG6_491584
TGVEG_211630	TGVEG_211630-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,681,460..1,683,787(+)	hypothetical protein	5.589	22	OG6_491955
TGVEG_211640	TGVEG_211640-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,669,035..1,678,962(-)	putative transmembrane protein	5.589	21	OG6_490498
TGVEG_211650	TGVEG_211650-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,661,885..1,665,405(-)	hypothetical protein	5.589	16	OG6_492286
TGVEG_211660	TGVEG_211660-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,658,753..1,659,694(-)	hypothetical protein	5.589	14	OG6_491424
TGVEG_211670	TGVEG_211670-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,654,712..1,656,791(-)	S1 RNA binding domain-containing protein	5.589	26	OG6_108845
TGVEG_211675	TGVEG_211675-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,653,144..1,654,403(+)	hypothetical protein	5.589	15	OG6_106761
TGVEG_211680	TGVEG_211680-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,650,648..1,652,472(+)	protein disulfide isomerase	5.589	45	OG6_100478
TGVEG_211690	TGVEG_211690-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,626,052..1,646,275(-)	AAA family protein	5.589	60	OG6_136626
TGVEG_211695	TGVEG_211695-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,622,229..1,623,784(+)	hypothetical protein	5.589	15	OG6_490944
TGVEG_211700	TGVEG_211700-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,609,731..1,621,197(-)	putative SAC3/GANP family protein	5.589	20	OG6_107725
TGVEG_211710	TGVEG_211710-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,607,099..1,607,605(+)	TB2/DP1, HVA22 family protein	5.589	27	OG6_136847
TGVEG_211720	TGVEG_211720-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,593,473..1,600,277(-)	AP2 domain transcription factor AP2IV-5	5.589	18	OG6_224186
TGVEG_211730	TGVEG_211730-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:1,580,771..1,590,490(+)	histone lysine methyltransferase SET8	5.589	30	OG6_105827
TGVEG_211850	TGVEG_211850-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:4,073,385..4,074,124(-)	hypothetical protein	5.589	26	OG6_159572
TGVEG_211860	TGVEG_211860-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:4,069,245..4,071,146(-)	putative transmembrane protein	5.589	17	OG6_490694
TGVEG_211870	TGVEG_211870-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:4,064,958..4,067,367(+)	putative LSU ribosomal protein L18P	5.589	26	OG6_105600
TGVEG_211880	TGVEG_211880-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:4,064,366..4,064,923(+)	hypothetical protein	5.589	15	OG6_492029
TGVEG_211890	TGVEG_211890-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:4,043,396..4,062,507(-)	RAP domain-containing protein	5.589	21	OG6_223024
TGVEG_211910	TGVEG_211910-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:4,029,623..4,035,460(-)	putative kinesin-related protein 3A	5.589	31	OG6_105680
TGVEG_211920	TGVEG_211920-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:4,022,625..4,023,349(-)	hypothetical protein	5.589	55	OG6_182183
TGVEG_212030	TGVEG_212030-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:4,017,756..4,019,120(-)	hypothetical protein	5.589	55	OG6_182183
TGVEG_212045	TGVEG_212045-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,999,280..4,001,854(-)	putative transmembrane protein	5.589	23	OG6_215893
TGVEG_212060	TGVEG_212060-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,996,733..3,998,240(-)	hypothetical protein	5.589	26	OG6_181872
TGVEG_212075	TGVEG_212075-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,991,106..3,994,206(-)	putative trichohyalin	5.589	37	OG6_104986
TGVEG_212090	TGVEG_212090-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,981,340..3,983,238(-)	hypothetical protein	5.589	18	OG6_491033
TGVEG_212100	TGVEG_212100-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,973,447..3,979,526(+)	ThiF family protein	5.589	29	OG6_100543
TGVEG_212110	TGVEG_212110-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,965,924..3,971,208(-)	histone lysine demethylase JMJD5	5.589	31	OG6_103632
TGVEG_212130	TGVEG_212130-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,952,274..3,964,499(+)	phospholipase, patatin family protein	5.589	38	OG6_102894
TGVEG_212140	TGVEG_212140-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,934,347..3,944,502(+)	hypothetical protein	5.589	16	OG6_211339
TGVEG_212145	TGVEG_212145-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,930,068..3,931,689(-)	hypothetical protein	5.589	14	OG6_492104
TGVEG_212150	TGVEG_212150-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,917,975..3,929,708(-)	COG4 transport protein	5.589	52	OG6_223160
TGVEG_212160	TGVEG_212160-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,915,577..3,916,266(+)	hypothetical protein	5.589	36	OG6_224187
TGVEG_212170	TGVEG_212170-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,907,579..3,912,262(+)	GIY-YIG catalytic domain-containing protein	5.589	21	OG6_103129
TGVEG_212180	TGVEG_212180-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,903,588..3,904,595(-)	hypothetical protein	5.589	18	OG6_490613
TGVEG_212190	TGVEG_212190-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,897,718..3,900,399(+)	RNA recognition motif-containing protein	5.589	18	OG6_491103
TGVEG_212200	TGVEG_212200-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,891,406..3,894,746(+)	magnesium transporter NIPA	5.589	27	OG6_137191
TGVEG_212210	TGVEG_212210-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,888,046..3,889,126(-)	hypothetical protein	5.589	18	OG6_491845
TGVEG_212220	TGVEG_212220-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,881,763..3,884,708(+)	hypothetical protein	5.589	24	OG6_490818
TGVEG_212240	TGVEG_212240-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,875,020..3,877,494(-)	putative beta-1 tubulin	5.589	75	OG6_100137
TGVEG_212250	TGVEG_212250-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,870,036..3,872,479(+)	XPG N-terminal domain-containing protein	5.589	32	OG6_109072
TGVEG_212260	TGVEG_212260-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,863,257..3,867,095(-)	Sjogren's syndrome/scleroderma autoantigen 1 (Autoantigen p27) protein	5.589	22	OG6_143067
TGVEG_212270	TGVEG_212270-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,860,532..3,862,471(+)	hypothetical protein	5.589	19	OG6_491002
TGVEG_212275	TGVEG_212275-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,857,514..3,858,763(+)	hypothetical protein	5.589	18	OG6_490402
TGVEG_212280	TGVEG_212280-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,853,129..3,853,821(+)	hypothetical protein	5.589	13	OG6_490532
TGVEG_212290	TGVEG_212290-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,850,782..3,852,482(-)	ribosomal protein RPS19	5.589	32	OG6_100904
TGVEG_212300	TGVEG_212300-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,842,599..3,847,752(+)	putative transmembrane protein	5.589	27	OG6_159520
TGVEG_212310	TGVEG_212310-t26_1	Toxoplasma gondii VEG	TGVEG_chrX:3,836,030..3,838,218(-)	vacuolar ATP synthetase	5.589	43	OG6_100711
TGVEG_212410	TGVEG_212410-t26_1	Toxoplasma gondii VEG	TGVEG_chrIV:2,562,702..2,565,086(+)	dense granule protein GRA11	5.589	44	OG6_129618
TGVEG_212710	TGVEG_212710-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:522,136..522,768(-)	phenylalanine-4-hydroxylase	5.589	30	OG6_100921
TGVEG_212725	TGVEG_212725-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:524,465..527,481(+)	hypothetical protein	5.589	32	OG6_149552
TGVEG_212735	TGVEG_212735-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:529,671..534,200(+)	putative transmembrane protein	5.589	17	OG6_489944
TGVEG_212740A	TGVEG_212740A-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:542,766..543,395(-)	aromatic amino acid hydrolase AAH2	5.589	30	OG6_100921
TGVEG_212740B	TGVEG_212740B-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:540,023..541,963(-)	aromatic amino acid hydrolase AAH2	5.589	30	OG6_100921
TGVEG_212740C	TGVEG_212740C-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:537,234..539,853(-)	aromatic amino acid hydrolase AAH2	5.589	30	OG6_100921
TGVEG_212760	TGVEG_212760-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:548,478..548,699(-)	hypothetical protein	5.589	21	OG6_149567
TGVEG_212770	TGVEG_212770-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:552,124..557,086(-)	hypothetical protein	5.589	22	OG6_160838
TGVEG_212775	TGVEG_212775-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:557,716..559,530(+)	hypothetical protein	5.589	14	OG6_489335
TGVEG_212780	TGVEG_212780-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:561,443..571,161(+)	hypothetical protein	5.589	18	OG6_492172
TGVEG_212800	TGVEG_212800-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:573,073..575,444(-)	putative Ppg3	5.589	20	OG6_490542
TGVEG_212810	TGVEG_212810-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:578,383..594,765(+)	hypothetical protein	5.589	18	OG6_492143
TGVEG_212820	TGVEG_212820-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:597,787..603,870(+)	ubiquitin family protein	5.589	25	OG6_489323
TGVEG_212840	TGVEG_212840-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:605,043..610,800(-)	HIT zinc finger protein	5.589	34	OG6_103585
TGVEG_212850	TGVEG_212850-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:611,596..614,941(+)	PI31 proteasome regulator	5.589	23	OG6_104058
TGVEG_212860	TGVEG_212860-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:618,297..621,314(+)	hypothetical protein	5.589	9	OG6_117000
TGVEG_212880	TGVEG_212880-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:624,448..653,119(-)	surface antigen repeat-containing protein	5.589	48	OG6_112837
TGVEG_212900	TGVEG_212900-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:656,353..659,820(-)	hypothetical protein	5.589	19	OG6_490624
TGVEG_212910	TGVEG_212910-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:661,846..663,262(-)	rhomboid protease ROM3	5.589	58	OG6_100562
TGVEG_212920	TGVEG_212920-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:664,020..665,332(+)	hypothetical protein	5.589	27	OG6_149551
TGVEG_212930	TGVEG_212930-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:665,839..667,888(-)	NifU family domain-containing protein	5.589	29	OG6_101229
TGVEG_212937	TGVEG_212937-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:670,203..670,777(+)	hypothetical protein	5.589	20	OG6_222902
TGVEG_212940	TGVEG_212940-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:673,683..684,142(-)	hypothetical protein	5.589	27	OG6_489432
TGVEG_212950	TGVEG_212950-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:686,220..689,080(+)	putative ADP-ribosylation factor family protein 2	5.589	29	OG6_103223
TGVEG_212955	TGVEG_212955-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:691,312..696,989(+)	hypothetical protein	5.589	27	OG6_105437
TGVEG_212960	TGVEG_212960-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:692,733..696,989(+)	hypothetical protein	5.589	27	OG6_105437
TGVEG_212970	TGVEG_212970-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:698,745..708,836(-)	protein kinase (incomplete catalytic triad)	5.589	27	OG6_491007
TGVEG_212980	TGVEG_212980-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:711,998..714,564(-)	KH domain protein	5.589	69	OG6_103746
TGVEG_212990	TGVEG_212990-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:720,924..729,807(+)	plasma-membrane choline transporter	5.589	27	OG6_153962
TGVEG_213000	TGVEG_213000-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:733,586..742,414(+)	putative replication factor C, subunit 5	5.589	77	OG6_100321
TGVEG_213010	TGVEG_213010-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:743,130..753,132(-)	hypothetical protein	5.589	22	OG6_134868
TGVEG_213020	TGVEG_213020-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:758,125..763,587(-)	hypothetical protein	5.589	17	OG6_490864
TGVEG_213030	TGVEG_213030-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:767,152..768,538(+)	clathrin light chain	5.589	22	OG6_490239
TGVEG_213040	TGVEG_213040-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:772,399..780,350(+)	hypothetical protein	5.589	15	OG6_492078
TGVEG_213050	TGVEG_213050-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:783,405..783,983(+)	hypothetical protein	5.589	15	OG6_490322
TGVEG_213060	TGVEG_213060-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:788,035..801,292(+)	WD domain, G-beta repeat-containing protein	5.589	42	OG6_100503
TGVEG_213065	TGVEG_213065-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:802,402..802,946(+)	hypothetical protein	5.589	13	OG6_491957
TGVEG_213067	TGVEG_213067-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:803,620..804,978(-)	putative transmembrane protein	5.589	72	OG6_162169
TGVEG_213069	TGVEG_213069-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:806,707..807,039(-)	hypothetical protein	5.589	25	OG6_102875
TGVEG_213072	TGVEG_213072-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:807,061..820,494(+)	Sec1 family protein	5.589	45	OG6_101825
TGVEG_213100	TGVEG_213100-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:822,134..824,476(-)	YGGT family protein	5.589	17	OG6_117087
TGVEG_213115	TGVEG_213115-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:826,171..830,469(+)	ATP-dependent Clp endopeptidase, proteolytic subunit ClpP	5.589	21	OG6_222901
TGVEG_213240	TGVEG_213240-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:832,070..835,422(-)	putative transmembrane protein	5.589	17	OG6_490174
TGVEG_213255	TGVEG_213255-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:838,947..855,048(-)	hypothetical protein	5.589	20	OG6_489720
TGVEG_213280	TGVEG_213280-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:858,745..859,320(-)	SAG-related sequence SRS25	5.589	59	OG6_182184
TGVEG_213290	TGVEG_213290-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:861,197..862,876(-)	hypothetical protein	5.589	16	OG6_490391
TGVEG_213300	TGVEG_213300-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:865,192..882,503(+)	hypothetical protein	5.589	21	OG6_491549
TGVEG_213310	TGVEG_213310-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:884,437..891,053(-)	putative transmembrane protein	5.589	24	OG6_489359
TGVEG_213325	TGVEG_213325-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:893,742..906,974(+)	TBC domain-containing protein	5.589	6	OG6_102487
TGVEG_213340	TGVEG_213340-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:908,572..912,752(-)	GMC oxidoreductase	5.589	98	OG6_111824
TGVEG_213350	TGVEG_213350-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:914,006..915,444(-)	ribosomal protein RPS15	5.589	31	OG6_100373
TGVEG_213360	TGVEG_213360-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:917,319..919,917(-)	leucine rich repeat-containing protein	5.589	26	OG6_105599
TGVEG_213370	TGVEG_213370-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:924,726..933,269(-)	formin FRM3	5.589	4	OG6_104364
TGVEG_213380	TGVEG_213380-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:934,745..935,488(-)	hypothetical protein	5.589	10	OG6_492148
TGVEG_213388	TGVEG_213388-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:936,585..940,815(+)	hypothetical protein	5.589	18	OG6_490115
TGVEG_213392	TGVEG_213392-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:944,166..958,614(+)	surface antigen repeat-containing protein	5.589	57	OG6_119987
