orthologs,GT1,ME49,VEG
OG6_491364,1,1,1
OG6_489363,1,1,1
OG6_492174,1,1,1
OG6_490545,1,1,1
OG6_101388,2,2,2
OG6_490002,1,1,1
OG6_491428,1,1,1
OG6_101850,1,1,1
OG6_156380,1,1,1
OG6_102192,1,1,1
OG6_101916,1,1,1
OG6_103273,1,1,1
OG6_181844,3,2,4
OG6_491034,1,1,1
OG6_492161,1,1,1
OG6_489338,1,1,1
OG6_224189,2,2,2
OG6_491621,1,1,1
OG6_174800,1,1,1
OG6_101700,1,1,1
OG6_132940,1,1,1
OG6_490005,1,1,1
OG6_491389,1,1,1
OG6_491232,1,1,1
OG6_490422,1,1,1
OG6_102316,1,1,1
OG6_162858,1,1,1
OG6_101141,2,2,2
OG6_102601,1,1,1
OG6_492116,2,1,1
OG6_137157,1,1,1
OG6_109437,1,1,1
OG6_223076,1,1,1
OG6_489274,1,1,1
OG6_491978,1,1,1
OG6_105649,1,1,1
OG6_119251,1,1,1
OG6_171503,1,1,1
OG6_223075,1,1,1
OG6_101178,2,2,2
OG6_100494,1,1,1
OG6_110341,2,2,2
OG6_491539,1,1,1
OG6_489783,1,1,1
OG6_103438,1,1,1
OG6_492129,1,1,1
OG6_491134,1,1,1
OG6_490990,1,1,1
OG6_222946,1,1,1
OG6_491383,1,1,1
OG6_491088,1,1,1
OG6_491138,1,1,1
OG6_102083,1,1,1
OG6_102755,1,1,1
OG6_151545,1,1,1
OG6_102805,1,1,1
OG6_132955,1,1,1
OG6_491642,1,1,1
OG6_491939,2,1,1
OG6_490835,1,1,1
OG6_489705,1,1,1
OG6_120114,1,1,1
OG6_100089,2,2,2
OG6_102998,1,1,1
OG6_100483,2,2,2
OG6_127993,1,1,1
OG6_491908,1,1,1
OG6_489737,1,1,1
OG6_105080,1,1,1
OG6_223121,1,1,1
OG6_100428,1,1,1
OG6_102011,1,1,1
OG6_146169,1,1,1
OG6_490910,1,1,1
OG6_101748,1,1,1
OG6_223120,1,1,1
OG6_491631,1,1,1
OG6_139506,1,1,1
OG6_101101,2,2,2
OG6_101465,1,1,1
OG6_102474,1,1,1
OG6_489517,1,1,1
OG6_492114,1,1,1
OG6_101362,1,1,1
OG6_101139,1,1,1
OG6_104445,2,2,2
OG6_157509,1,1,1
OG6_105914,1,1,1
OG6_103889,1,1,1
OG6_179335,1,1,1
OG6_110859,1,1,1
OG6_201730,1,1,1
OG6_142835,1,1,1
OG6_101584,1,1,1
OG6_136999,2,2,2
OG6_491161,1,1,1
OG6_101598,1,1,1
OG6_101300,2,1,1
OG6_138478,1,1,1
OG6_102784,1,1,1
OG6_491602,1,1,1
OG6_490405,1,1,1
OG6_490265,1,1,1
OG6_101314,1,1,1
OG6_104602,1,1,1
OG6_103434,2,2,2
OG6_107635,1,1,1
OG6_104689,1,1,1
OG6_189217,1,1,1
OG6_224190,1,1,1
OG6_101150,1,1,1
OG6_101742,1,1,1
OG6_125525,2,2,2
OG6_101640,1,1,1
OG6_126773,1,1,1
OG6_102453,1,1,1
OG6_146114,1,1,1
OG6_181886,1,1,1
OG6_101770,1,1,1
OG6_490045,1,1,1
OG6_170214,1,1,1
OG6_103847,1,1,1
OG6_108010,1,1,1
OG6_100479,1,1,1
OG6_103893,1,1,1
OG6_115874,1,1,1
OG6_491662,1,1,1
OG6_103383,1,1,1
OG6_101377,1,1,1
OG6_151107,1,1,1
OG6_224191,1,1,1
OG6_100940,2,2,2
OG6_101672,1,1,1
OG6_490044,1,1,1
OG6_491797,1,1,1
OG6_102351,1,1,1
OG6_172899,1,1,1
OG6_491852,1,1,1
OG6_103808,1,1,1
OG6_116025,1,1,1
OG6_489477,1,1,1
OG6_491888,1,1,1
OG6_490300,1,1,1
OG6_490949,1,1,1
OG6_489804,1,1,1
OG6_489556,1,1,1
OG6_100128,2,2,2
OG6_104160,1,1,1
OG6_104325,1,1,1
OG6_101072,1,1,1
OG6_491727,1,1,1
OG6_174451,1,1,1
OG6_179350,1,1,1
OG6_165731,1,1,1
OG6_492155,1,1,1
OG6_490055,1,1,1
OG6_181876,2,2,2
OG6_104025,1,1,1
OG6_150288,1,1,1
OG6_101548,1,1,1
OG6_100584,1,1,1
OG6_102251,1,1,1
OG6_100929,2,2,2
OG6_144443,1,1,1
OG6_164786,1,1,1
OG6_106260,1,1,1
OG6_489869,1,1,1
OG6_491366,1,1,1
OG6_102980,2,2,2
OG6_101714,2,2,2
OG6_181873,1,1,1
OG6_106210,2,2,2
OG6_154113,1,1,1
OG6_489289,1,1,1
OG6_491084,1,1,1
OG6_490208,1,1,1
OG6_145778,1,1,1
OG6_491558,1,1,1
OG6_490607,1,1,1
OG6_490832,1,1,1
OG6_489527,0,1,1
OG6_489776,1,1,1
OG6_491912,1,1,1
OG6_100272,1,1,1
OG6_490248,1,1,1
OG6_101142,2,2,2
OG6_490443,1,1,1
OG6_151467,1,1,1
OG6_491942,1,1,1
OG6_491009,1,1,1
OG6_489999,1,1,1
OG6_103094,1,1,1
OG6_491473,1,1,1
OG6_108848,1,1,1
OG6_490907,1,1,1
OG6_489631,1,1,1
OG6_100499,3,3,3
OG6_490774,1,1,1
OG6_100111,3,3,3
OG6_118076,1,1,1
OG6_102343,1,1,1
OG6_490965,1,1,1
OG6_490028,1,1,1
OG6_489771,1,1,1
OG6_105475,3,1,0
OG6_490132,1,1,0
OG6_491646,1,1,1
OG6_491191,1,1,2
OG6_102758,1,1,1
OG6_491108,0,1,1
OG6_103837,1,2,2
OG6_489294,1,1,1
OG6_109569,1,1,1
OG6_100247,2,2,2
OG6_133935,1,1,1
OG6_100334,1,1,1
OG6_489851,1,1,1
OG6_490685,1,1,1
OG6_102570,1,1,1
OG6_100119,2,2,2
OG6_491501,1,1,1
OG6_101593,1,1,1
OG6_104180,1,1,1
OG6_130615,1,1,1
OG6_194488,1,1,1
OG6_490209,1,1,1
OG6_492265,1,1,1
OG6_104468,1,1,1
OG6_490704,1,1,1
OG6_490637,1,1,1
OG6_491121,1,1,1
OG6_151563,1,1,1
OG6_100781,1,1,1
OG6_101928,1,1,1
OG6_491915,1,1,1
OG6_155880,1,1,1
OG6_223116,1,1,1
OG6_490806,1,1,1
OG6_490675,1,1,1
OG6_119622,1,1,1
OG6_489846,1,1,1
OG6_100096,4,4,4
OG6_116896,1,1,1
OG6_135495,1,1,1
OG6_101052,1,2,1
OG6_101333,1,1,1
OG6_102883,1,1,1
OG6_101170,1,1,1
OG6_102701,1,1,1
OG6_101162,1,1,1
OG6_136893,1,1,1
OG6_491186,1,1,1
OG6_149555,2,2,2
OG6_490312,1,1,1
OG6_101315,1,1,1
OG6_490014,1,1,1
OG6_102566,1,1,1
OG6_489968,1,1,1
OG6_222974,1,1,1
OG6_101644,1,1,1
OG6_134345,1,1,1
OG6_489612,1,1,1
OG6_116054,1,1,1
OG6_101155,1,1,1
OG6_171856,1,1,1
OG6_101755,1,1,1
OG6_111978,2,2,2
OG6_181850,1,1,1
OG6_490926,1,1,1
OG6_150355,1,1,1
OG6_100897,1,1,1
OG6_181849,1,1,1
OG6_134712,1,1,1
OG6_490273,1,1,1
OG6_491353,1,1,1
OG6_491800,1,1,1
OG6_171448,1,1,1
OG6_103135,1,1,1
OG6_492348,0,1,1
OG6_100899,4,4,4
OG6_491340,1,1,1
OG6_491083,1,1,1
OG6_490473,1,1,1
OG6_201108,1,1,1
OG6_106570,1,1,1
OG6_103057,1,1,1
OG6_156435,1,1,1
OG6_490791,1,1,1
OG6_491190,1,1,1
OG6_107957,1,1,1
OG6_105792,1,1,1
OG6_102067,1,1,1
OG6_492049,1,1,1
OG6_490528,1,1,1
OG6_104908,1,1,1
OG6_104361,1,1,1
OG6_209599,1,1,1
OG6_191738,2,1,1
OG6_222957,1,1,1
OG6_130926,1,1,1
OG6_103032,1,1,1
OG6_106338,1,1,1
OG6_100680,1,1,1
OG6_101856,2,2,2
OG6_491294,1,1,1
OG6_490188,1,1,0
OG6_491071,1,1,1
OG6_114138,2,2,2
OG6_491331,1,1,1
OG6_490003,1,1,1
OG6_490012,1,1,1
OG6_222958,1,1,1
OG6_101533,2,2,3
OG6_101444,1,1,1
OG6_489381,1,1,1
OG6_100414,1,1,1
OG6_101182,1,1,1
OG6_489954,1,1,1
OG6_101792,2,3,2
OG6_490334,1,1,1
OG6_491830,1,1,1
OG6_489911,1,1,1
OG6_100886,1,1,1
OG6_138719,1,1,1
OG6_124595,2,2,2
OG6_224192,1,2,1
OG6_490029,1,1,1
OG6_491274,1,1,1
OG6_149356,1,1,1
OG6_223140,1,1,1
OG6_101805,1,1,1
OG6_491290,1,1,1
OG6_109689,1,1,1
OG6_492122,1,1,1
OG6_491050,1,1,1
OG6_140578,1,1,1
OG6_101063,1,1,1
OG6_100590,1,1,1
OG6_101451,1,2,1
OG6_489907,1,1,1
OG6_102616,2,1,2
OG6_100544,1,1,1
OG6_489591,1,1,1
OG6_100667,1,1,1
OG6_114957,1,1,1
OG6_490448,1,1,1
OG6_100749,1,1,1
OG6_101983,1,1,1
OG6_490042,1,1,1
OG6_489532,4,1,2
OG6_491252,1,1,1
OG6_119578,1,1,1
OG6_100356,1,1,1
OG6_491594,1,1,1
OG6_111221,1,1,1
OG6_489674,1,1,1
OG6_490561,1,1,1
OG6_489292,1,1,1
OG6_489667,1,1,1
OG6_491464,1,1,1
OG6_101573,1,1,1
OG6_188591,1,1,1
OG6_105056,2,1,2
OG6_489820,1,1,1
OG6_489834,1,1,0
OG6_490504,1,1,1
OG6_215322,1,1,1
OG6_491853,1,1,1
OG6_100424,1,1,1
OG6_491196,2,1,2
OG6_489707,1,1,1
OG6_103509,1,1,1
OG6_190922,1,1,1
OG6_174458,1,1,1
OG6_117244,1,1,1
OG6_106116,1,1,1
OG6_100988,2,2,2
OG6_491026,1,1,1
OG6_136486,1,1,1
OG6_489824,1,1,1
OG6_170998,1,1,1
OG6_489430,1,1,1
OG6_105317,1,1,1
OG6_491070,1,1,1
OG6_491136,1,1,1
OG6_222984,1,1,1
OG6_100500,1,1,1
OG6_490599,1,1,1
OG6_111151,1,1,1
OG6_101549,1,1,1
OG6_102450,1,1,1
OG6_490621,1,1,1
OG6_490107,1,1,1
OG6_101323,1,1,1
OG6_102041,1,1,1
OG6_490349,1,1,1
OG6_489534,1,1,1
OG6_491306,0,1,1
OG6_491174,1,1,1
OG6_491580,1,1,1
OG6_124612,1,1,1
OG6_490724,1,1,1
OG6_489481,1,1,1
OG6_492234,1,1,2
OG6_152030,1,1,1
OG6_116224,29,16,23
OG6_182185,3,3,3
OG6_489965,4,1,4
OG6_139372,12,6,5
OG6_102837,1,1,1
OG6_491674,1,1,1
OG6_101341,1,1,1
OG6_223058,1,1,1
OG6_132923,1,1,1
OG6_150271,4,4,4
OG6_490366,1,1,1
OG6_490902,1,1,1
OG6_490238,1,1,1
OG6_143934,1,1,1
OG6_103441,1,1,1
OG6_147750,5,4,6
OG6_105352,1,1,1
OG6_101632,1,1,2
OG6_490446,1,1,1
OG6_102904,1,1,1
OG6_143036,2,1,2
OG6_215925,1,1,1
OG6_104742,1,1,1
OG6_119689,1,1,1
OG6_490873,1,1,1
OG6_120652,1,1,1
OG6_104317,1,1,1
OG6_223057,1,1,1
OG6_114143,2,2,2
OG6_490313,0,1,0
OG6_492006,1,1,1
OG6_491256,1,1,1
OG6_106799,3,3,3
OG6_105177,1,1,1
OG6_163320,2,2,2
OG6_104136,3,3,4
OG6_102610,1,1,1
OG6_492276,1,1,1
OG6_101937,1,1,1
OG6_490229,1,1,1
OG6_489806,1,1,1
OG6_104680,1,1,1
OG6_490665,1,1,1
OG6_492046,1,1,1
OG6_126821,1,1,1
OG6_102272,3,3,4
OG6_490570,1,1,1
OG6_115605,1,1,1
OG6_491270,1,1,1
OG6_490056,1,1,1
OG6_101211,1,1,1
OG6_164221,1,1,1
OG6_149550,1,1,1
OG6_491345,0,1,0
OG6_101729,1,1,1
OG6_490540,1,1,1
OG6_224193,1,1,1
OG6_490223,1,1,1
OG6_489712,1,1,1
OG6_102746,1,1,1
OG6_491395,1,1,1
OG6_116808,1,1,1
OG6_129401,1,1,1
OG6_103260,1,1,1
OG6_111425,1,1,1
OG6_490841,1,1,1
OG6_102375,1,1,1
OG6_490306,1,1,1
OG6_102309,1,1,1
OG6_491998,3,1,2
OG6_152080,1,1,1
OG6_181772,1,1,1
OG6_101456,1,1,1
OG6_168547,1,1,1
OG6_491195,1,1,1
OG6_491990,1,1,1
OG6_100121,2,2,2
OG6_491486,1,1,1
OG6_139487,1,1,1
OG6_490643,0,1,0
OG6_492341,0,1,1
OG6_491718,1,1,1
OG6_491432,1,1,1
OG6_490999,1,1,1
OG6_489395,1,1,1
OG6_489641,1,1,1
OG6_489959,1,1,1
OG6_101508,1,1,1
OG6_116973,1,1,1
OG6_491431,1,1,1
OG6_152298,1,1,1
OG6_102364,1,1,1
OG6_125522,1,1,1
OG6_119927,1,1,1
OG6_490945,1,1,1
OG6_101913,1,1,1
OG6_104681,1,1,1
OG6_100440,2,2,2
OG6_171420,1,1,1
OG6_104657,1,1,1
OG6_491384,1,1,1
OG6_489539,1,1,1
OG6_158753,1,1,1
OG6_491661,1,1,1
OG6_491135,1,1,1
OG6_104671,1,1,1
OG6_491049,1,1,1
OG6_111405,1,1,1
OG6_491981,1,1,1
OG6_170174,1,1,1
OG6_491828,1,1,1
OG6_489523,0,1,0
OG6_489356,1,1,0
OG6_100163,1,1,1
OG6_160842,2,2,2
OG6_179353,1,1,1
OG6_223059,1,1,1
OG6_103137,1,1,1
OG6_106033,1,1,1
OG6_101622,1,1,1
OG6_490664,1,1,1
OG6_491416,1,1,1
OG6_492230,1,1,1
OG6_491152,1,1,1
OG6_490922,1,1,1
OG6_127971,3,3,3
OG6_158641,1,1,1
OG6_490166,1,1,1
OG6_102846,1,1,1
OG6_490511,1,1,1
OG6_491130,1,1,0
OG6_108396,1,1,1
OG6_491705,1,1,1
OG6_104090,1,1,1
OG6_148539,1,1,1
OG6_103555,1,1,1
OG6_146078,1,1,0
OG6_102412,1,1,1
OG6_491197,1,1,1
OG6_146105,1,1,1
OG6_491535,1,1,1
OG6_152391,1,1,1
OG6_489998,1,1,1
OG6_173602,2,1,2
OG6_491540,0,1,0
OG6_170041,1,1,1
OG6_492120,1,1,1
OG6_108620,1,1,1
OG6_102199,1,1,1
OG6_107606,1,1,1
OG6_107296,1,1,1
OG6_101924,1,1,1
OG6_105555,1,1,1
OG6_492109,1,1,1
OG6_101696,1,1,1
OG6_104882,1,1,1
OG6_102292,1,1,1
OG6_110486,1,1,1
OG6_492082,1,1,1
OG6_174443,1,1,1
OG6_492067,1,1,1
OG6_105614,1,1,1
OG6_102086,1,1,1
OG6_100401,1,1,1
OG6_223039,1,1,1
OG6_223038,1,1,1
OG6_101408,1,1,1
OG6_101264,1,1,1
OG6_492228,1,1,1
OG6_101984,1,1,1
OG6_492298,1,1,1
OG6_490609,1,1,1
OG6_139448,1,1,1
OG6_491214,1,1,0
OG6_100367,1,1,1
OG6_148925,1,1,1
OG6_223016,1,1,1
OG6_492034,1,1,1
OG6_489559,1,1,1
OG6_101874,1,1,1
OG6_492098,1,1,1
OG6_103381,1,1,1
OG6_100893,1,1,1
OG6_100943,1,1,1
OG6_489429,1,1,1
OG6_104391,1,1,1
OG6_492287,1,1,1
OG6_100305,2,2,3
OG6_491483,1,1,1
OG6_100627,1,1,1
OG6_491233,1,1,1
OG6_492244,1,1,1
OG6_492319,1,1,1
OG6_164734,2,1,1
OG6_489407,0,1,1
OG6_105682,1,1,1
OG6_489508,0,1,0
OG6_106069,1,1,1
OG6_490861,1,1,1
OG6_100915,2,2,2
OG6_130803,1,1,1
OG6_104170,1,1,1
OG6_101190,1,1,1
OG6_490193,1,1,1
OG6_490186,1,1,1
OG6_130410,1,1,1
OG6_146164,1,1,1
OG6_101390,1,1,1
OG6_490161,1,1,1
OG6_490283,1,1,1
OG6_102735,1,1,1
OG6_104741,1,1,1
OG6_491429,1,1,1
OG6_491435,1,1,1
OG6_101056,1,1,1
OG6_126887,1,1,1
OG6_103421,1,1,1
OG6_100933,2,2,2
OG6_489765,1,1,1
OG6_143963,1,1,1
OG6_120266,2,2,2
OG6_101670,1,1,1
OG6_491589,1,1,1
OG6_489400,1,1,1
OG6_491928,1,1,1
OG6_490205,1,1,1
OG6_181879,1,1,1
OG6_134723,1,1,1
OG6_114122,1,1,1
OG6_490218,1,1,1
OG6_100594,1,1,1
OG6_101446,1,1,1
OG6_491818,1,1,1
OG6_108498,1,1,1
OG6_124648,1,1,1
OG6_102297,1,1,1
OG6_132917,2,2,2
OG6_100894,1,1,1
OG6_492044,1,1,1
OG6_181881,1,1,1
OG6_103687,3,3,3
OG6_490560,1,1,1
OG6_490794,1,1,1
OG6_102002,1,1,1
OG6_100770,2,2,2
OG6_100742,3,3,3
OG6_223096,1,1,1
OG6_490836,1,1,1
OG6_160745,1,1,1
OG6_489406,1,1,1
OG6_104169,1,1,1
OG6_490033,1,1,1
OG6_133230,1,1,1
OG6_224194,2,2,2
OG6_216025,1,1,1
OG6_102025,1,1,1
OG6_490825,1,1,1
OG6_102724,1,1,1
OG6_223097,1,1,1
OG6_490354,1,1,1
OG6_223098,1,1,1
OG6_107132,1,1,1
OG6_492225,1,1,1
OG6_101160,1,1,1
OG6_101974,1,1,1
OG6_108960,1,1,1
OG6_148315,1,1,1
OG6_100547,1,1,1
OG6_491016,1,1,1
OG6_102124,1,1,1
OG6_114837,1,1,1
OG6_489580,0,1,1
OG6_491690,1,1,1
OG6_492007,1,1,1
OG6_491292,1,1,1
OG6_491450,1,1,1
OG6_492252,1,1,1
OG6_222973,1,1,1
OG6_491900,1,1,1
OG6_490519,1,1,1
OG6_100708,1,1,1
OG6_101661,1,1,1
OG6_489354,1,1,1
OG6_181848,1,1,1
OG6_146159,1,1,1
OG6_490456,4,1,2
OG6_491008,1,1,1
OG6_113078,1,1,1
OG6_490490,1,1,1
OG6_102421,1,1,1
OG6_170917,1,1,1
OG6_105111,1,1,1
OG6_224195,1,1,1
OG6_222925,1,1,1
OG6_127249,1,1,1
OG6_130919,1,1,1
OG6_490476,1,1,1
OG6_491805,1,1,1
OG6_489385,1,1,1
OG6_491782,1,1,1
OG6_490743,1,1,1
OG6_103482,1,1,1
OG6_490376,1,1,1
OG6_224196,1,1,1
OG6_145931,1,1,1
OG6_106689,42,43,40
OG6_158750,1,1,1
OG6_491260,1,1,1
OG6_490973,1,1,0
OG6_491387,1,1,1
OG6_100782,2,2,2
OG6_181893,1,1,1
OG6_100425,1,1,1
OG6_101400,1,1,1
OG6_210859,1,1,1
OG6_490304,1,1,1
OG6_100576,1,1,1
OG6_100712,1,1,1
OG6_160748,1,1,1
OG6_102193,1,1,1
OG6_102855,1,1,1
OG6_104551,1,1,1
OG6_222999,1,1,1
OG6_152037,1,1,1
OG6_105164,1,1,1
OG6_142647,1,1,1
OG6_102179,1,1,1
OG6_490022,1,1,1
OG6_160726,1,1,1
OG6_132978,1,1,1
OG6_489757,1,1,1
OG6_491726,1,1,1
OG6_174416,1,1,1
OG6_211742,1,1,1
OG6_491420,1,1,1
OG6_100715,1,2,1
OG6_100836,2,2,2
OG6_151792,1,1,1
OG6_100333,1,1,1
OG6_489829,0,1,0
OG6_491413,1,1,1
OG6_489936,1,1,1
OG6_491979,1,1,1
OG6_489677,1,1,1
OG6_491058,1,1,1
OG6_490276,1,1,1
OG6_100538,2,2,2
OG6_489726,1,1,1
OG6_222941,1,1,1
OG6_491866,1,1,1
OG6_492222,1,1,1
OG6_492293,1,1,1
OG6_113629,2,2,1
OG6_492193,1,1,1
OG6_100188,3,3,4
OG6_492357,1,1,1
OG6_101118,1,1,1
OG6_142574,1,1,1
OG6_100210,3,3,2
OG6_492073,1,1,1
OG6_159526,1,1,1
OG6_141109,4,3,5
OG6_100053,1,1,1
OG6_102808,1,1,1
OG6_156443,1,1,1
OG6_224197,2,2,2
OG6_491600,1,1,1
OG6_491443,1,1,1
OG6_194562,1,1,1
OG6_490874,1,1,1
OG6_134704,1,1,1
OG6_489808,1,1,1
OG6_224198,1,2,1
OG6_491956,1,1,1
OG6_101676,2,2,2
OG6_102718,1,1,1
OG6_490991,1,1,1
OG6_491177,1,1,1
OG6_103156,1,1,1
OG6_489608,1,1,1
OG6_100458,1,1,1
OG6_490693,1,1,1
OG6_103385,1,1,1
OG6_126356,1,1,1
OG6_489416,0,1,1
OG6_207023,1,1,1
OG6_223108,1,1,1
OG6_102081,1,1,1
OG6_223109,1,1,1
OG6_491551,1,1,1
OG6_171965,1,1,1
OG6_102356,1,1,1
OG6_490696,1,1,1
OG6_491758,1,1,1
OG6_491936,1,1,1
OG6_102845,1,1,1
OG6_146173,1,1,1
OG6_146157,1,1,1
OG6_490627,1,1,1
OG6_143072,1,1,1
OG6_222923,1,1,1
OG6_222924,1,1,1
OG6_104295,1,1,1
OG6_160730,1,1,1
OG6_491756,1,1,1
OG6_490820,0,1,0
OG6_489708,1,1,1
OG6_101747,1,1,1
OG6_115876,1,1,1
OG6_490256,1,1,1
OG6_100506,1,1,1
OG6_490865,1,1,1
OG6_490189,1,1,1
OG6_490958,0,1,0
OG6_491404,1,1,1
OG6_491823,1,1,1
OG6_100657,2,2,2
OG6_146154,1,1,1
OG6_490263,1,1,1
OG6_489994,1,1,1
OG6_489512,1,1,1
OG6_491619,0,1,0
OG6_101073,1,1,1
OG6_103162,1,1,1
OG6_491901,1,1,1
OG6_101327,1,1,1
OG6_101225,1,1,1
OG6_100957,1,1,1
OG6_104151,1,1,1
OG6_100326,2,2,2
OG6_215890,1,1,1
OG6_115923,1,1,1
OG6_104945,1,1,1
OG6_130908,1,1,1
OG6_102108,1,1,1
OG6_100691,2,1,1
OG6_179346,1,1,2
OG6_489948,0,1,1
OG6_492042,2,1,1
OG6_121438,2,2,2
OG6_148536,1,1,1
OG6_103042,1,1,1
OG6_491302,1,1,1
OG6_100461,1,1,1
OG6_491107,1,1,1
OG6_105654,1,1,1
OG6_137163,1,1,1
OG6_102646,1,1,1
OG6_101971,1,1,1
OG6_146156,1,1,1
OG6_490175,1,1,1
OG6_140853,1,1,1
OG6_490144,1,1,1
OG6_100399,3,3,3
OG6_490182,1,1,1
OG6_490279,1,1,1
OG6_100980,1,1,1
OG6_101695,1,1,1
OG6_145358,1,1,1
OG6_105241,1,1,1
OG6_103352,1,1,1
OG6_490725,1,1,1
OG6_491101,1,1,1
OG6_101027,1,1,1
OG6_490875,1,1,1
OG6_149556,1,1,1
OG6_132992,1,1,1
OG6_490007,1,1,1
OG6_223063,1,1,1
OG6_223064,1,1,1
OG6_122804,1,1,1
OG6_114984,1,1,1
OG6_102529,1,1,1
OG6_490470,1,1,1
OG6_223065,1,1,1
OG6_142794,1,1,1
OG6_139498,1,1,1
OG6_102103,1,1,1
OG6_106968,1,1,1
OG6_489437,1,1,1
OG6_100480,1,1,1
OG6_491193,1,1,1
OG6_490852,1,1,1
OG6_491543,1,1,1
OG6_223066,1,1,1
OG6_489456,1,1,1
OG6_105299,1,1,1
OG6_490237,1,1,1
OG6_112400,1,1,1
OG6_109651,1,1,1
OG6_101028,1,1,1
OG6_121687,1,1,1
OG6_489898,1,1,1
OG6_105342,1,1,1
OG6_489987,1,1,1
OG6_101596,1,1,1
OG6_101262,1,1,1
OG6_492009,1,1,1
OG6_104011,1,1,1
OG6_101811,1,1,1
OG6_111804,1,1,1
OG6_491043,1,1,1
OG6_491500,1,1,1
OG6_101897,2,1,1
OG6_491205,1,1,1
OG6_489884,1,1,1
OG6_105891,1,1,1
OG6_103063,1,1,1
OG6_223067,2,1,1
OG6_489291,1,1,1
OG6_491448,1,1,1
OG6_200960,1,1,1
OG6_491656,1,1,2
OG6_106222,2,2,2
OG6_100208,2,2,2
OG6_127995,1,1,1
OG6_490262,1,1,1
OG6_491305,1,1,1
OG6_489953,1,1,1
OG6_490172,1,1,1
OG6_492012,1,1,1
OG6_102326,1,1,1
OG6_130691,2,2,2
OG6_491579,1,1,1
OG6_492290,1,1,1
OG6_490090,1,1,2
OG6_489541,1,1,1
OG6_106120,1,1,1
OG6_100697,1,1,1
OG6_491507,1,1,1
OG6_139477,1,1,1
OG6_490110,1,1,1
OG6_491099,1,1,1
OG6_100315,2,2,2
OG6_101547,1,1,1
OG6_489773,1,1,1
OG6_490092,1,1,1
OG6_491069,1,1,1
OG6_100248,1,1,1
OG6_490267,1,1,1
OG6_491652,1,1,1
OG6_489701,1,1,1
OG6_491930,1,1,1
OG6_491471,1,1,1
OG6_490626,1,1,1
OG6_100665,1,1,1
OG6_124529,1,1,1
OG6_491036,1,1,1
OG6_157512,1,1,1
OG6_491624,1,1,1
OG6_490807,1,1,1
OG6_105777,1,1,1
OG6_100466,3,3,3
OG6_103232,1,1,1
OG6_102623,1,1,1
OG6_103048,1,1,1
OG6_491844,1,1,1
OG6_100855,1,1,1
OG6_163286,1,1,1
OG6_489607,1,1,1
OG6_490567,1,1,1
OG6_491771,1,1,1
OG6_491920,1,1,0
OG6_100898,1,1,1
OG6_103302,1,1,1
OG6_104175,1,1,1
OG6_102563,1,1,1
OG6_101578,1,1,1
OG6_490797,1,1,1
OG6_223162,1,1,1
OG6_102237,1,1,1
OG6_101032,1,1,1
OG6_102469,1,1,1
OG6_137119,1,1,1
OG6_103836,2,2,2
OG6_492291,1,1,1
OG6_491569,1,1,1
OG6_491736,1,1,1
OG6_139455,1,1,1
OG6_146155,1,1,1
OG6_489445,1,1,1
OG6_492310,1,1,1
OG6_101809,1,1,1
OG6_490121,1,1,1
OG6_101896,1,1,1
OG6_103534,1,1,1
OG6_490412,1,1,1
OG6_223183,1,1,1
OG6_491262,1,1,0
OG6_102158,1,1,1
OG6_490292,1,1,1
OG6_491854,0,1,1
OG6_490953,1,1,1
OG6_490253,1,1,1
OG6_490067,1,1,1
OG6_491735,1,1,1
OG6_490844,1,1,1
OG6_490808,1,1,1
OG6_101202,1,1,1
OG6_186089,1,1,1
OG6_110442,1,1,1
OG6_205735,1,1,1
OG6_107016,1,1,1
OG6_491670,1,1,1
OG6_490814,1,1,1
OG6_491017,1,1,1
OG6_133982,2,2,2
OG6_491757,1,1,1
OG6_102761,1,1,1
OG6_103242,1,1,1
OG6_490966,1,1,1
OG6_101751,1,1,1
OG6_104592,1,1,1
OG6_489592,1,1,1
OG6_490581,1,1,1
OG6_139502,1,1,1
OG6_224199,1,1,1
OG6_490614,1,1,1
OG6_100696,1,1,1
OG6_102835,1,1,1
OG6_489313,1,1,1
OG6_145649,1,1,1
OG6_102037,1,1,1
OG6_490367,1,1,1
OG6_490596,1,1,1
OG6_109419,1,1,1
OG6_101818,2,2,2
OG6_490954,1,1,1
OG6_490447,1,1,1
OG6_490912,1,1,1
OG6_130929,1,1,1
OG6_146040,1,1,1
OG6_145029,1,1,1
OG6_491532,1,1,1
OG6_489585,1,1,1
OG6_490096,1,1,1
OG6_100733,1,1,1
OG6_489347,0,1,0
OG6_102632,1,1,1
OG6_100960,1,1,1
OG6_137087,2,2,2
OG6_104981,1,1,1
OG6_102590,1,1,1
OG6_491816,1,1,1
OG6_100729,1,1,1
OG6_492015,1,1,1
OG6_101741,1,1,1
OG6_224200,1,1,1
OG6_101654,1,1,1
OG6_107295,2,2,2
OG6_114086,1,1,1
OG6_223061,1,1,1
OG6_139483,1,1,1
OG6_491347,0,1,0
OG6_170516,1,1,1
OG6_489405,1,1,1
OG6_491330,1,1,1
OG6_160728,1,1,1
OG6_137524,1,1,2
OG6_101391,2,2,2
OG6_100970,1,1,1
OG6_119635,1,1,1
OG6_101397,1,1,1
OG6_490098,1,1,1
OG6_492058,1,1,1
OG6_102567,1,1,1
OG6_222968,2,1,2
OG6_491695,1,1,1
OG6_491618,1,1,1
OG6_102892,2,1,2
