Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Score	Ortholog count	Ortholog Group
TGGT1_215620	TGGT1_215620-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:6,944,684..6,950,560(+)	hypothetical protein	5.589	17	OG6_491364
TGGT1_215640	TGGT1_215640-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:6,952,646..6,959,156(-)	zinc finger, C3HC4 type (RING finger) domain-containing protein	5.589	29	OG6_489363
TGGT1_215650	TGGT1_215650-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:6,959,255..6,960,041(+)	hypothetical protein	5.589	13	OG6_492174
TGGT1_215660	TGGT1_215660-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:6,963,480..6,966,612(+)	hypothetical protein	5.589	18	OG6_490545
TGGT1_215670	TGGT1_215670-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:6,968,293..6,973,530(-)	cAMP-dependent protein kinase	5.589	48	OG6_101388
TGGT1_215680	TGGT1_215680-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:6,976,284..6,977,972(-)	SAG-related sequence SRS18	5.589	16	OG6_490002
TGGT1_215690	TGGT1_215690-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:6,981,416..6,990,506(+)	hypothetical protein	5.589	26	OG6_491428
TGGT1_215700	TGGT1_215700-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:6,992,178..7,006,444(-)	phosphatidylinositol 3- and 4-kinase	5.589	38	OG6_101850
TGGT1_215710	TGGT1_215710-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:7,008,463..7,019,753(+)	hypothetical protein	5.589	42	OG6_156380
TGGT1_215730	TGGT1_215730-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:7,024,834..7,028,755(+)	putative Gas41	5.589	33	OG6_102192
TGGT1_215740	TGGT1_215740-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:7,030,643..7,037,897(-)	putative notchless	5.589	36	OG6_101916
TGGT1_215750	TGGT1_215750-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:7,039,388..7,042,801(+)	cytidine and deoxycytidylate deaminase zinc-binding region domain-containing protein	5.589	27	OG6_103273
TGGT1_215775	TGGT1_215775-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:7,045,451..7,047,178(+)	rhoptry protein ROP8	5.589	296	OG6_117745
TGGT1_215885	TGGT1_215885-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,497,143..6,497,964(+)	hypothetical protein	5.589	45	OG6_181844
TGGT1_215890	TGGT1_215890-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,486,186..6,496,186(+)	hypothetical protein	5.589	20	OG6_491034
TGGT1_215895	TGGT1_215895-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,473,947..6,479,187(+)	AP2 domain-containing protein	5.589	18	OG6_492161
TGGT1_215900	TGGT1_215900-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,466,925..6,469,924(-)	hypothetical protein	5.589	17	OG6_489338
TGGT1_215910	TGGT1_215910-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,452,010..6,464,550(+)	hypothetical protein	5.589	41	OG6_224189
TGGT1_215920	TGGT1_215920-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,444,017..6,446,919(+)	hypothetical protein	5.589	15	OG6_491621
TGGT1_215930	TGGT1_215930-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,441,745..6,443,749(-)	mediator complex subunit MED21	5.589	32	OG6_174800
TGGT1_215940	TGGT1_215940-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,430,488..6,438,193(-)	putative Acetyl-coenzyme A transporter	5.589	34	OG6_101700
TGGT1_215950	TGGT1_215950-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,422,869..6,428,022(+)	hypothetical protein	5.589	23	OG6_132940
TGGT1_215955	TGGT1_215955-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,418,805..6,420,359(+)	hypothetical protein	5.589	14	OG6_490005
TGGT1_215960	TGGT1_215960-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,417,989..6,418,471(-)	hypothetical protein	5.589	14	OG6_491389
TGGT1_215970	TGGT1_215970-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,415,909..6,416,397(+)	hypothetical protein	5.589	14	OG6_491232
TGGT1_215980	TGGT1_215980-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,414,554..6,415,186(+)	hypothetical protein	5.589	17	OG6_490422
TGGT1_215990	TGGT1_215990-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,400,921..6,412,948(+)	putative helicase	5.589	35	OG6_102316
TGGT1_216000	TGGT1_216000-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,395,592..6,397,208(+)	alveolin domain containing intermediate filament IMC3	5.589	35	OG6_162858
TGGT1_216010	TGGT1_216010-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,389,053..6,392,718(+)	ribosomal protein RPL24	5.589	56	OG6_101141
TGGT1_216020	TGGT1_216020-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,382,177..6,386,702(+)	peptidase family c78 protein	5.589	29	OG6_102601
TGGT1_216030A	TGGT1_216030A-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,370,763..6,377,548(-)	hypothetical protein	5.589	24	OG6_492116
TGGT1_216030B	TGGT1_216030B-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,369,639..6,370,662(-)	hypothetical protein	5.589	24	OG6_492116
TGGT1_216040	TGGT1_216040-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,363,521..6,368,340(+)	putative 30S ribosomal protein S15	5.589	31	OG6_137157
TGGT1_216050	TGGT1_216050-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,357,272..6,362,581(-)	tetratricopeptide repeat-containing protein	5.589	33	OG6_109437
TGGT1_216053	TGGT1_216053-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,352,666..6,354,746(-)	hypothetical protein	5.589	21	OG6_223076
TGGT1_216055	TGGT1_216055-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,349,566..6,350,970(-)	hypothetical protein	5.589	17	OG6_489274
TGGT1_216060	TGGT1_216060-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,344,229..6,346,967(-)	hypothetical protein	5.589	18	OG6_491978
TGGT1_216070	TGGT1_216070-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,328,343..6,340,589(-)	hypothetical protein	5.589	27	OG6_105649
TGGT1_216080	TGGT1_216080-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,322,234..6,324,708(-)	apical complex lysine methyltransferase	5.589	30	OG6_119251
TGGT1_216090	TGGT1_216090-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,319,791..6,321,479(+)	hypothetical protein	5.589	23	OG6_171503
TGGT1_216120	TGGT1_216120-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,313,282..6,318,525(-)	hypothetical protein	5.589	25	OG6_223075
TGGT1_216130	TGGT1_216130-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,308,331..6,310,970(-)	putative ubiquitin conjugating enzyme E2	5.589	62	OG6_101178
TGGT1_216140	TGGT1_216140-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,302,123..6,306,529(+)	tetratricopeptide repeat-containing protein	5.589	20	OG6_100494
TGGT1_216150	TGGT1_216150-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,296,705..6,301,072(+)	peptidase family M3 protein	5.589	52	OG6_110341
TGGT1_216155	TGGT1_216155-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,295,527..6,296,267(+)	hypothetical protein	5.589	15	OG6_491539
TGGT1_216160	TGGT1_216160-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,291,792..6,293,066(-)	hypothetical protein	5.589	17	OG6_489783
TGGT1_216170	TGGT1_216170-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,284,357..6,289,320(+)	SufS subfamily cysteine desulfurase	5.589	32	OG6_103438
TGGT1_216180	TGGT1_216180-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,280,054..6,280,497(-)	hypothetical protein	5.589	23	OG6_492129
TGGT1_216190	TGGT1_216190-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,268,000..6,274,205(+)	hypothetical protein	5.589	17	OG6_491134
TGGT1_216200	TGGT1_216200-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,265,798..6,266,514(+)	hypothetical protein	5.589	14	OG6_490990
TGGT1_216210	TGGT1_216210-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,240,177..6,264,090(+)	hypothetical protein	5.589	40	OG6_222946
TGGT1_216220	TGGT1_216220-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,230,908..6,234,153(-)	AP2 domain transcription factor AP2XI-5	5.589	19	OG6_491383
TGGT1_216230	TGGT1_216230-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,229,388..6,230,720(-)	hypothetical protein	5.589	14	OG6_491088
TGGT1_216240	TGGT1_216240-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,217,503..6,226,871(+)	hypothetical protein	5.589	25	OG6_491138
TGGT1_216250	TGGT1_216250-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,201,049..6,213,395(-)	RecF/RecN/SMC N terminal domain-containing protein	5.589	41	OG6_102083
TGGT1_216260	TGGT1_216260-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,191,789..6,198,714(+)	putative eukaryotic initiation factor-2B, gamma subunit	5.589	43	OG6_102755
TGGT1_216270	TGGT1_216270-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,187,356..6,189,468(+)	hypothetical protein	5.589	21	OG6_151545
TGGT1_216275	TGGT1_216275-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,184,776..6,187,046(+)	ACR, YggU family COG1872 domain-containing protein	5.589	21	OG6_102805
TGGT1_216280	TGGT1_216280-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,176,461..6,181,433(-)	adenylate and guanylate cyclase catalytic domain-containing protein	5.589	22	OG6_132955
TGGT1_216285	TGGT1_216285-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,172,835..6,174,869(+)	hypothetical protein	5.589	20	OG6_491642
TGGT1_216290A	TGGT1_216290A-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,163,246..6,168,269(-)	hypothetical protein	5.589	18	OG6_491939
TGGT1_216290B	TGGT1_216290B-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,158,849..6,163,145(-)	hypothetical protein	5.589	18	OG6_491939
TGGT1_216335	TGGT1_216335-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,128,240..6,158,168(-)	hypothetical protein	5.589	35	OG6_490835
TGGT1_216370	TGGT1_216370-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,125,079..6,126,761(+)	hypothetical protein	5.589	17	OG6_489705
TGGT1_216375	TGGT1_216375-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,120,710..6,123,714(-)	hypothetical protein	5.589	17	OG6_120114
TGGT1_216380	TGGT1_216380-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,104,264..6,118,202(+)	phospholipid-translocating P-type ATPase, flippase subfamily protein	5.589	83	OG6_100089
TGGT1_216390	TGGT1_216390-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,096,122..6,101,821(-)	RNA methyltransferase, TrmH family protein	5.589	20	OG6_102998
TGGT1_216400	TGGT1_216400-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,090,281..6,091,843(-)	meiotic recombination protein DMC1 family protein	5.589	61	OG6_100483
TGGT1_216410	TGGT1_216410-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,088,277..6,089,486(+)	hypothetical protein	5.589	29	OG6_127993
TGGT1_216415	TGGT1_216415-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,086,510..6,087,283(+)	hypothetical protein	5.589	14	OG6_491908
TGGT1_216420	TGGT1_216420-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,085,478..6,085,939(+)	hypothetical protein	5.589	14	OG6_489737
TGGT1_216430	TGGT1_216430-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,072,785..6,084,660(-)	TBC domain-containing protein	5.589	24	OG6_105080
TGGT1_216435	TGGT1_216435-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,068,037..6,070,827(+)	hypothetical protein	5.589	22	OG6_223121
TGGT1_216440	TGGT1_216440-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,063,676..6,066,093(-)	OTU family cysteine protease	5.589	18	OG6_100428
TGGT1_216450	TGGT1_216450-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,058,951..6,061,605(+)	peptidase, T1 family protein	5.589	28	OG6_102011
TGGT1_216460	TGGT1_216460-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,052,022..6,054,177(+)	hypothetical protein	5.589	28	OG6_146169
TGGT1_216470	TGGT1_216470-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,046,807..6,048,771(-)	hypothetical protein	5.589	17	OG6_490910
TGGT1_216480	TGGT1_216480-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,042,136..6,045,440(+)	NMD3 family protein	5.589	31	OG6_101748
TGGT1_216490	TGGT1_216490-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,038,155..6,040,266(-)	hypothetical protein	5.589	22	OG6_223120
TGGT1_216500	TGGT1_216500-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,025,753..6,036,316(-)	putative tRNA synthetase	5.589	21	OG6_491631
TGGT1_216510	TGGT1_216510-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,017,453..6,023,903(+)	putative thioredoxin	5.589	39	OG6_139506
TGGT1_216530	TGGT1_216530-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,012,909..6,015,643(-)	ribosome recycling factor protein	5.589	54	OG6_101101
TGGT1_216540	TGGT1_216540-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,008,082..6,011,078(+)	dolichyl-phosphate beta-glucosyltransferase	5.589	20	OG6_101465
TGGT1_216560	TGGT1_216560-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:6,001,736..6,005,776(-)	methyltransferase domain-containing protein	5.589	30	OG6_102474
TGGT1_216580	TGGT1_216580-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,993,384..5,998,282(-)	hypothetical protein	5.589	18	OG6_489517
TGGT1_216585	TGGT1_216585-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,991,331..5,991,732(+)	hypothetical protein	5.589	11	OG6_492114
TGGT1_216590	TGGT1_216590-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,982,217..5,988,765(-)	HEAT repeat-containing protein	5.589	35	OG6_101362
TGGT1_216600	TGGT1_216600-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,970,848..5,978,564(-)	exonuclease III APE	5.589	37	OG6_101139
TGGT1_216610	TGGT1_216610-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,960,546..5,966,799(-)	ribosomal RNA large subunit methyltransferase J protein	5.589	47	OG6_104445
TGGT1_216620	TGGT1_216620-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,927,325..5,957,645(+)	EF hand domain-containing protein	5.589	73	OG6_157509
TGGT1_216630	TGGT1_216630-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,913,271..5,922,526(-)	putative trigger factor protein	5.589	35	OG6_105914
TGGT1_216640	TGGT1_216640-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,909,059..5,912,241(+)	putative GHMP kinase	5.589	22	OG6_103889
TGGT1_216650	TGGT1_216650-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,902,644..5,904,672(-)	S15 sporozoite-expressed protein	5.589	31	OG6_179335
TGGT1_216660	TGGT1_216660-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,898,750..5,900,135(+)	hypothetical protein	5.589	26	OG6_110859
TGGT1_216670	TGGT1_216670-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,891,708..5,895,741(-)	FUSE-binding protein 2 / KH-type splicing regulatory protein	5.589	33	OG6_201730
TGGT1_216680	TGGT1_216680-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,876,765..5,888,176(+)	ankyrin repeat-containing protein	5.589	38	OG6_142835
TGGT1_216700	TGGT1_216700-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,873,527..5,875,667(-)	hypothetical protein	5.589	19	OG6_101584
TGGT1_216710	TGGT1_216710-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,868,687..5,871,335(+)	transporter, major facilitator family protein	5.589	58	OG6_136999
TGGT1_216720	TGGT1_216720-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,865,264..5,865,815(+)	hypothetical protein	5.589	15	OG6_491161
TGGT1_216730	TGGT1_216730-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,853,958..5,863,220(-)	MCM2/3/5 family protein	5.589	37	OG6_101598
TGGT1_216740A	TGGT1_216740A-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,846,393..5,850,877(+)	riboflavin kinase	5.589	34	OG6_101300
TGGT1_216740B	TGGT1_216740B-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,851,470..5,851,616(+)	riboflavin kinase	5.589	34	OG6_101300
TGGT1_216750	TGGT1_216750-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,836,978..5,843,100(-)	Paf1/RNA polymerase II complex component LEO1	5.589	28	OG6_138478
TGGT1_216760	TGGT1_216760-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,826,103..5,834,931(+)	RNA pseudouridine synthase superfamily protein	5.589	25	OG6_102784
TGGT1_216770	TGGT1_216770-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,822,150..5,822,641(+)	hypothetical protein	5.589	15	OG6_491602
TGGT1_216780	TGGT1_216780-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,809,251..5,816,728(+)	hypothetical protein	5.589	22	OG6_490405
TGGT1_216785	TGGT1_216785-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,807,757..5,808,697(-)	hypothetical protein	5.589	14	OG6_490265
TGGT1_216790	TGGT1_216790-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,800,419..5,807,047(-)	putative ATP-binding cassette sub-family E member 1	5.589	33	OG6_101314
TGGT1_216800	TGGT1_216800-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,795,321..5,797,952(-)	flagellar/basal body protein	5.589	26	OG6_104602
TGGT1_216810	TGGT1_216810-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,792,355..5,794,487(-)	5'-nucleotidase, C-terminal domain-containing protein	5.589	67	OG6_103434
TGGT1_216820	TGGT1_216820-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,783,529..5,788,618(-)	transporter, major facilitator family protein	5.589	35	OG6_107635
TGGT1_216830	TGGT1_216830-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,779,670..5,781,061(-)	DTW domain-containing protein	5.589	25	OG6_104689
TGGT1_216840	TGGT1_216840-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,774,432..5,778,599(+)	hypothetical protein	5.589	23	OG6_189217
TGGT1_216850	TGGT1_216850-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,769,633..5,772,425(-)	hypothetical protein	5.589	23	OG6_224190
TGGT1_216860	TGGT1_216860-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,764,687..5,768,776(+)	DEAD (Asp-Glu-Ala-Asp) box polypeptide DDX39	5.589	37	OG6_101150
TGGT1_216870	TGGT1_216870-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,745,810..5,760,119(-)	DNA excision repair helicase	5.589	38	OG6_101742
TGGT1_216875	TGGT1_216875-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,741,525..5,744,516(-)	cpw-wpc domain-containing protein	5.589	50	OG6_125525
TGGT1_216880	TGGT1_216880-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,736,268..5,739,860(-)	guanine nucleotide-binding protein	5.589	32	OG6_101640
TGGT1_216890	TGGT1_216890-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,722,480..5,732,877(+)	hypothetical protein	5.589	33	OG6_126773
TGGT1_216900	TGGT1_216900-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,717,643..5,721,591(-)	cytokine induced apoptosis inhibitor 1 family protein	5.589	30	OG6_102453
TGGT1_216910	TGGT1_216910-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,714,141..5,716,640(+)	hypothetical protein	5.589	24	OG6_146114
TGGT1_216920	TGGT1_216920-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,708,530..5,711,320(+)	mediator complex subunit MED8	5.589	26	OG6_181886
TGGT1_216930	TGGT1_216930-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,704,786..5,707,455(-)	cholinephosphate cytidylyltransferase	5.589	32	OG6_101770
TGGT1_216940	TGGT1_216940-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,702,355..5,703,876(+)	hypothetical protein	5.589	24	OG6_490045
TGGT1_216950	TGGT1_216950-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,696,520..5,701,458(+)	helicase	5.589	30	OG6_170214
TGGT1_216960	TGGT1_216960-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,687,605..5,695,433(-)	elongation factor Tu GTP binding domain-containing protein	5.589	24	OG6_103847
TGGT1_216965	TGGT1_216965-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,685,682..5,686,944(+)	leucine rich repeat-containing protein	5.589	34	OG6_108010
TGGT1_216970	TGGT1_216970-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,670,966..5,682,010(-)	putative coronin	16.63	44	OG6_100479
TGGT1_216980	TGGT1_216980-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,661,395..5,669,892(+)	WDR8 protein isoform 3 family protein	5.589	24	OG6_103893
TGGT1_216990	TGGT1_216990-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,657,106..5,659,387(-)	LysM domain-containing protein	5.589	24	OG6_115874
TGGT1_217000	TGGT1_217000-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,650,694..5,654,179(+)	hypothetical protein	5.589	25	OG6_491662
TGGT1_217010	TGGT1_217010-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,644,864..5,649,332(-)	hypothetical protein	5.589	32	OG6_103383
TGGT1_217020	TGGT1_217020-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,634,337..5,643,151(+)	ATPase, AFG1 family protein	5.589	40	OG6_101377
TGGT1_217030	TGGT1_217030-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,632,777..5,633,593(-)	hypothetical protein	5.589	22	OG6_151107
TGGT1_217040	TGGT1_217040-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,631,222..5,632,470(+)	hypothetical protein	5.589	17	OG6_224191
TGGT1_217050	TGGT1_217050-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,621,435..5,629,631(+)	ADA2-A transcriptional co-activator SAGA component	5.589	70	OG6_100940
TGGT1_217160	TGGT1_217160-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,617,879..5,619,252(-)	Der1 family protein	5.589	32	OG6_101672
TGGT1_217170	TGGT1_217170-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,611,009..5,612,024(+)	hypothetical protein	5.589	14	OG6_490044
TGGT1_217178	TGGT1_217178-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,605,998..5,608,442(-)	hypothetical protein	5.589	15	OG6_491797
TGGT1_217182	TGGT1_217182-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,581,444..5,605,950(-)	RNA-dependent RNA polymerase RDP	5.589	43	OG6_102351
TGGT1_217220	TGGT1_217220-t26_1	Toxoplasma gondii GT1	TGGT1_chrXI:5,563,422..5,578,268(-)	zinc finger, C3HC4 type (RING finger) domain-containing protein	5.589	41	OG6_172899
TGGT1_217340	TGGT1_217340-t26_1	Toxoplasma gondii GT1	TGGT1_chrXII:1,698,424..1,701,882(+)	hypothetical protein	5.589	26	OG6_491852
TGGT1_217350	TGGT1_217350-t26_1	Toxoplasma gondii GT1	TGGT1_chrXII:1,703,631..1,709,840(-)	putative methyltransferase MTA70	5.589	37	OG6_103808
TGGT1_217360	TGGT1_217360-t26_1	Toxoplasma gondii GT1	TGGT1_chrXII:1,715,649..1,723,920(+)	hypothetical protein	5.589	21	OG6_116025
TGGT1_217370	TGGT1_217370-t26_1	Toxoplasma gondii GT1	TGGT1_chrXII:1,725,822..1,726,316(-)	hypothetical protein	5.589	17	OG6_489477
TGGT1_217380	TGGT1_217380-t26_1	Toxoplasma gondii GT1	TGGT1_chrXII:1,729,579..1,732,704(-)	hypothetical protein	5.589	18	OG6_491888
TGGT1_217390	TGGT1_217390-t26_1	Toxoplasma gondii GT1	TGGT1_chrXII:1,735,055..1,741,580(-)	hypothetical protein	5.589	26	OG6_490300
TGGT1_217400	TGGT1_217400-t26_1	Toxoplasma gondii GT1	TGGT1_chrXII:1,751,068..1,756,262(+)	hypothetical protein	5.589	21	OG6_490949
TGGT1_217410	TGGT1_217410-t26_1	Toxoplasma gondii GT1	TGGT1_chrXII:1,757,930..1,763,159(-)	hypothetical protein	5.589	19	OG6_489804
TGGT1_217420	TGGT1_217420-t26_1	Toxoplasma gondii GT1	TGGT1_chrXII:1,764,973..1,769,703(-)	hypothetical protein	5.589	18	OG6_489556
TGGT1_217430	TGGT1_217430-t26_1	Toxoplasma gondii GT1	TGGT1_chrXII:1,771,495..1,773,890(-)	protease inhibitor PI1	5.589	77	OG6_100128
TGGT1_217440	TGGT1_217440-t26_1	Toxoplasma gondii GT1	TGGT1_chrXII:1,776,718..1,781,087(-)	HCNGP family protein	5.589	29	OG6_104160
TGGT1_217450	TGGT1_217450-t26_1	Toxoplasma gondii GT1	TGGT1_chrXII:1,784,025..1,785,826(-)	general transcription factor IIH polypeptide 5 GTF2H5	5.589	25	OG6_104325
TGGT1_217460	TGGT1_217460-t26_1	Toxoplasma gondii GT1	TGGT1_chrXII:1,787,579..1,795,013(-)	glutaminyl-tRNA synthetase (GlnRS)	5.589	32	OG6_101072
TGGT1_217470	TGGT1_217470-t26_1	Toxoplasma gondii GT1	TGGT1_chrXII:1,798,518..1,803,311(+)	hypothetical protein	5.589	19	OG6_491727
TGGT1_217480	TGGT1_217480-t26_1	Toxoplasma gondii GT1	TGGT1_chrXII:1,806,127..1,813,999(+)	hypothetical protein	5.589	21	OG6_174451
TGGT1_217490	TGGT1_217490-t26_1	Toxoplasma gondii GT1	TGGT1_chrXII:1,815,649..1,816,980(+)	hypothetical protein	5.589	20	OG6_179350
TGGT1_217500	TGGT1_217500-t26_1	Toxoplasma gondii GT1	TGGT1_chrXII:1,817,499..1,823,489(-)	HMG (high mobility group) box domain-containing protein	5.589	25	OG6_165731
